id_final;Q17;Q18;;;;;;;;;;;;;;;;
id_final;Pensez-vous que les insectes aient besoin d’être protégés ?;Pour quelles raisons pensez-vous cela ?;Q18_SERVICES_RESOURCES;Q18_INTERCONNECTED;Q18_HUMAN_PROTECTION;Q18_SPECIES_PROTECTION;Q18_SPECIES_NOT_TO_PROTECT;Q18_UNPLEASANT;Q18_THREATENED;Q18_BEES;Q18_RIGHT_TO_EXIST;Q18_HUMAN_RESPONSIBILITY;Q18_LIFE_PROTECTION;Q18_ECOSYSTEM_PROTECTION;Q18_BEAUTY;Q18_INDICATOR;Q18_BIG_PART_BIODIVERSITY;Q18_SADNESS
95;Oui, tout à fait d'accord;Elles sont indispensables à l'équilibre des écosystèmes;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
96;Oui, d'accord;Au même titre que toutes les espèces animales et florales, il faut les protéger car elles font partie de l'écosystème où chacun à un rôle;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
97;Oui, tout à fait d'accord;Pour les apports écosystémiques induits;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;Oui, tout à fait d'accord;Même réponse qu'à la premiére question : ils sont les maillons de la vie/alimentation sur terre;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
100;Oui, tout à fait d'accord;services écosystémiques;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;Oui, tout à fait d'accord;parce qu'ils sont essentielles à l'aération des sols, et sont à la base de la chaine alimentaire de beaucoup d'autres animaux, si la base tombe l'ensemble tombe de plus il participe au façonnage des paysages (abeilles par la pollinisation, fourmis et l'effeuillage des arbres, les termitières, etc.);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;Oui, tout à fait d'accord;Ils font partie des briques élémentaires de la chaîne alimentaire & sont indispensables au processus de constitution des sols.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;Oui, tout à fait d'accord;car ils font partie de la chaine alimentaire et permettent à d'autres animaux de se nourrir, pour certains pollinisent les fleurs. Ils font partie de l'équilibre naturel. ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;Oui, tout à fait d'accord;Participation à la chaîne alimentaire, à la pollinisation (pour certains), à la décomposition de la matière organique pour d'autres, ... ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;Oui, tout à fait d'accord;parce qu'ils contribuent à la chaîne alimentaire ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;Oui, tout à fait d'accord;ils sont essentiels au bon fonctionnement des écosystèmes ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
107;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
108;Oui, tout à fait d'accord;"Les insectes font partie du monde vivant au même titre que les autres animaux. Mis à part quelques insectes aimés comme les papillons, les coccinelles, les abeilles, ils souffrent d'une image de bestiole dégoutante alors qu'ils sont fascinants et très utiles. Même les parasites ont leur utilité (je les préfère néanmoins loin des cheveux de mes enfants ;-) )";1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
109;Oui, tout à fait d'accord;pour préserver les éco-systèmes;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
111;Oui, tout à fait d'accord;Equilibre ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;Oui, tout à fait d'accord;Ils jouent un rôle indispensable dans les écosystèmes : polinisateurs, oxygénation du sol, transformation de la matière. Attention aux espèces invasives cependant.;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
113;Oui, d'accord;Car ils sont un maillon essentie de la chaîne de la vie sur terre;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;Oui, tout à fait d'accord;il s'agit d'une base importante des milieux, donc de ressources alimentaires (directs et indirects), de services éco-systémiques, etc... et d'émerveillement;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
115;Oui, tout à fait d'accord;Les insectes font partie des animaux qui ont le plus diminués ces dernières années. De plus, les instects ont un rôle primordial dans les écosystèmes ;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
116;Oui, tout à fait d'accord;C’est la base (animal) du règne alimentaire. Ils vivent partout où nous détruisons la vie et en sont probablement les premiers impactés. Leurs rôles sont essentiels. Et tout simplement: pas besoin de justification pour protéger la Vie en elle-même, quelque soit sa forme ;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0
117;Oui, tout à fait d'accord;parce qu'ils jouent des rôles multiples et cruciaux pour le bon fonctionnement des écosystèmes: pollinisation, dégradation/recyclage de la matière organique, élément clé de la chaîne alimentaire... mais aussi juste parce qu'ils sont là, et qu'ils sont beaux ! ;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0
118;Oui, tout à fait d'accord;participent activement au cycle de vie ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
120;Oui, d'accord;diversité, impact global chaine alimentaire et flore;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
121;Oui, tout à fait d'accord;Ils sont un maillon de la chaîne alimentaire indispensable. Leur suppression entraînerait le déclin de nombreuses autres espèces. ;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
122;Oui, tout à fait d'accord;Car elles ont toutes un rôles à jouer, par exemple dans la pollinisation ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
123;Oui, tout à fait d'accord;Ils jouent un rôle fondamental dans la chaîne alimentaires, dans la pollinisation mais aussi certains régulent d’autres nuisibles ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
125;Oui, d'accord;Les insectes ont déjà des statuts de protection. Cf les études faune flore pour les projets soumis à évaluation environnementale;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
126;Oui, tout à fait d'accord;ils sont essentiels au fonctionnement des écosystèmes;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
127;Non, pas d'accrod;Certains insectes ont effectivement besoin d'être protégés (comme les abeilles) parce qu'ils sont nécessaires pour le maintien de la société humaine. Mais d'autres sont plus une nuisance qu'autre chose (comme les moustiques. Leur disparition finira par être compensée par une autre espèce qui jouera très probablement le même rôle ecologique (comme les mouches par exemple)).;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
128;Oui, tout à fait d'accord;Ce sont des éléments essentiels du fonctionnement des écosystèmes. Sans insectes le sol serait par exemple couvert de monceaux de déchets organiques. Certaines espèces font office d'espèces parapluie lorsque protégées comme le pique-prune;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
129;Oui, d'accord;ils font partis des écosystemes;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130;Oui, tout à fait d'accord;Ils sont nécessaire à l'équilibre, à la pollinisation ...;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131;Oui, d'accord;Parce qu'ils font partie intégrante du cycle biologique de nombreuses espèces;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132;Oui, tout à fait d'accord;ils sont à la base de la chaîne alimentaire et permettent la pollinisation ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;Oui, d'accord;Ils sont à la base des chaînes trophiques et assurent des fonctions écologiques indispensables (pollinisation par exemple);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134;Oui, tout à fait d'accord;Ils font partis des écosystèmes au même titre que les grands mammifères ou les humains. Ils font partie du cycle de la vie : ils se font manger par d’autres ect..;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
135;Oui, tout à fait d'accord;Occupent de nombreuses places dans les chaines trophiques qui s'effondreraient alors;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;Oui, tout à fait d'accord;Sont indispensables aux écosystèmes ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
137;Oui, tout à fait d'accord;Ils sont souvent situés à la base des chaînes trophiques, et constituent des espèces clés de voûte pour de nombreux écosystèmes ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
138;Oui, d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
139;Ne sais pas;Aucune idée ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
140;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
141;Oui, d'accord;ils ont une réelle utilités dans la nature ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;Oui, tout à fait d'accord;les insectes pollinisateurs sont indispensables au cycle de reproduction des plantes qui nous nourrissent, d'autres interviennent dans la formation de l'humus etc ...;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
143;Oui, tout à fait d'accord;Rôle clef dans la chaine alimentaire (comme consommateur/dégradeur et proie) et fonctionnement des écosystèmes (pollinisation, cycle du carbone, etc.) ;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
144;Oui, tout à fait d'accord;Ils jouent un rôle important dans la bonne santé des sols et sont un maillon indispensable des écosystèmes;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
145;Oui, tout à fait d'accord;"Même si ils sont parfois pénibles (cf. moustiques), ils servent de nourriture à énormément d'animaux, nettoient (cadavres, déchets, ...), permettent la pollinisation des plantes, ... Souvent ils sont beaux. Et le chat kiffe bien de jouer avec, des fois ;-)";1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0
146;Oui, tout à fait d'accord;"Ils participent à la chaine alimentaire dont profitent d'autres espèces; la survie de tous dépend de la survie de chacun. Ils permettent de décomposer des milieux, enrichir les sols et surement plein d'autres actions bénéfiques pour les cycles de la vie.";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;Oui, tout à fait d'accord;Début de la chaine alimentaire;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;Oui, tout à fait d'accord;Services écosystèmiques de production;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
150;Oui, tout à fait d'accord;Pour la pollinisation.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
